,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
Hepatitis C,anxiety,bruising,blurred_and_distorted_vision,neck_pain
Hepatitis B,anxiety,obesity,high_fever,family_history
Hypothyroidism,lethargy,constipation,cramps,bruising
Gastroenteritis,high_fever,mood_swings,shivering,yellowing_of_eyes
Hypothyroidism,mood_swings,blurred_and_distorted_vision,indigestion,weakness_of_one_body_side
Drug Reaction,spotting_urination,altered_sensorium,fatigue,cramps
Typhoid,neck_pain,family_history,loss_of_appetite,cold_hands_and_feets
Hepatitis B,burning_micturition,back_pain,yellowish_skin,weight_loss
Hepatitis A,yellowish_skin,irritation_in_anus,mood_swings,indigestion
Common Cold,fatigue,spotting_urination,neck_pain,dizziness
Cervical spondylosis,pain_during_bowel_movements,weakness_of_one_body_side,pain_in_anal_region,stomach_pain
Typhoid,yellowish_skin,dark_urine,restlessness,abdominal_pain
Hepatitis B,nausea,bloody_stool,cough,weakness_in_limbs
Hypoglycemia,vomiting,watering_from_eyes,swelling_of_stomach,weight_gain
Malaria,nausea,neck_pain,pain_in_anal_region,altered_sensorium
Hepatitis C,vomiting,sweating,bloody_stool,breathlessness
Hepatitis E,burning_micturition,headache,high_fever,abdominal_pain
Dengue,back_pain,cough,blurred_and_distorted_vision,mood_swings
Bronchial Asthma,spotting_urination,neck_pain,continuous_sneezing,watering_from_eyes
Alcoholic hepatitis,irritation_in_anus,excessive_hunger,headache,itching
Drug Reaction,yellowish_skin,bloody_stool,spotting_urination,breathlessness
Heart attack,excessive_hunger,weakness_in_limbs,irritation_in_anus,fatigue
Hyperthyroidism,back_pain,chest_pain,yellowish_skin,fatigue
Chronic cholestasis,dizziness,altered_sensorium,breathlessness,neck_pain
AIDS,high_fever,dizziness,lethargy,cold_hands_and_feets
Diabetes,stomach_pain,vomiting,watering_from_eyes,restlessness
Chronic cholestasis,nodal_skin_eruptions,obesity,continuous_sneezing,fatigue
AIDS,excessive_hunger,blurred_and_distorted_vision,fatigue,stomach_pain
AIDS,distention_of_abdomen,dark_urine,dizziness,nausea
GERD,joint_pain,back_pain,dischromic_patches,itching
Diabetes,mood_swings,weakness_of_one_body_side,swelling_of_stomach,fatigue
Typhoid,dizziness,burning_micturition,loss_of_appetite,weakness_of_one_body_side
Dengue,excessive_hunger,weight_loss,bruising,burning_micturition
Bronchial Asthma,skin_rash,excessive_hunger,weakness_in_limbs,cold_hands_and_feets
Jaundice,ulcers_on_tongue,bloody_stool,irritation_in_anus,lethargy
Paralysis (brain hemorrhage),blurred_and_distorted_vision,weakness_of_one_body_side,skin_rash,ulcers_on_tongue
Peptic ulcer disease,back_pain,distention_of_abdomen,weakness_of_one_body_side,fatigue
Hypothyroidism,watering_from_eyes,chills,burning_micturition,obesity
Common Cold,loss_of_appetite,burning_micturition,cough,weakness_of_one_body_side
Hypertension,vomiting,loss_of_appetite,fatigue,chills
Fungal infection,burning_micturition,joint_pain,anxiety,dizziness
Alcoholic hepatitis,loss_of_balance,nausea,loss_of_appetite,chills
Peptic ulcer disease,chest_pain,abdominal_pain,loss_of_balance,acidity
Alcoholic hepatitis,obesity,weakness_of_one_body_side,constipation,lethargy
Allergy,blurred_and_distorted_vision,constipation,fatigue,nausea
Hypothyroidism,dizziness,pain_in_anal_region,indigestion,mood_swings
Hepatitis B,skin_rash,breathlessness,family_history,weakness_of_one_body_side
Alcoholic hepatitis,bruising,loss_of_balance,neck_pain,nausea
Hepatitis E,acidity,abdominal_pain,continuous_sneezing,neck_pain
Alcoholic hepatitis,ulcers_on_tongue,pain_in_anal_region,headache,nausea
Paralysis (brain hemorrhage),cold_hands_and_feets,weight_loss,headache,fatigue
Malaria,abdominal_pain,weight_gain,loss_of_appetite,lethargy
Varicose veins,skin_rash,dark_urine,back_pain,burning_micturition
Drug Reaction,loss_of_balance,abdominal_pain,bloody_stool,skin_rash
Alcoholic hepatitis,back_pain,weight_loss,restlessness,lethargy
Allergy,breathlessness,dizziness,swelling_of_stomach,loss_of_balance
Pneumonia,shivering,dizziness,spotting_urination,weight_loss
Jaundice,fatigue,restlessness,spotting_urination,high_fever
Hypertension,ulcers_on_tongue,loss_of_appetite,obesity,weakness_in_limbs
Hypoglycemia,neck_pain,indigestion,bloody_stool,yellowish_skin
GERD,lethargy,restlessness,dischromic_patches,constipation
Jaundice,shivering,abdominal_pain,ulcers_on_tongue,weakness_of_one_body_side
Chronic cholestasis,spotting_urination,shivering,indigestion,loss_of_balance
Bronchial Asthma,weight_gain,acidity,obesity,dizziness
Dengue,cramps,vomiting,loss_of_appetite,chest_pain
Hepatitis A,ulcers_on_tongue,indigestion,continuous_sneezing,loss_of_appetite
Peptic ulcer disease,weakness_of_one_body_side,dischromic_patches,back_pain,sweating
Migraine,weight_gain,excessive_hunger,high_fever,dizziness
Hypertension,burning_micturition,skin_rash,bloody_stool,yellowish_skin
Drug Reaction,continuous_sneezing,pain_during_bowel_movements,chills,fatigue
Migraine,blurred_and_distorted_vision,watering_from_eyes,pain_during_bowel_movements,cough
Hepatitis E,swelling_of_stomach,vomiting,acidity,blurred_and_distorted_vision
Migraine,burning_micturition,pain_in_anal_region,itching,cold_hands_and_feets
Hypertension,pain_during_bowel_movements,fatigue,family_history,irritation_in_anus
Allergy,family_history,dischromic_patches,headache,stomach_pain
Hypertension,dischromic_patches,high_fever,acidity,obesity
Gastroenteritis,burning_micturition,cramps,neck_pain,bruising
Hepatitis E,back_pain,pain_in_anal_region,fatigue,cough
Malaria,cough,vomiting,abdominal_pain,watering_from_eyes
Malaria,ulcers_on_tongue,altered_sensorium,neck_pain,constipation
GERD,continuous_sneezing,lethargy,stomach_pain,itching
Typhoid,cough,indigestion,bloody_stool,breathlessness
Tuberculosis,excessive_hunger,blurred_and_distorted_vision,swelling_of_stomach,headache
Hypoglycemia,cough,sweating,indigestion,weight_loss
Tuberculosis,constipation,spotting_urination,indigestion,chest_pain
Hypertension,family_history,obesity,breathlessness,stomach_pain
GERD,nausea,continuous_sneezing,neck_pain,restlessness
Hepatitis A,watering_from_eyes,neck_pain,chest_pain,lethargy
Alcoholic hepatitis,anxiety,restlessness,skin_rash,cold_hands_and_feets
Hypothyroidism,yellowish_skin,constipation,skin_rash,nausea
Pneumonia,pain_during_bowel_movements,altered_sensorium,constipation,acidity
Dimorphic hemmorhoids(piles),cramps,weakness_in_limbs,pain_in_anal_region,constipation
Gastroenteritis,sweating,pain_in_anal_region,anxiety,headache
Malaria,acidity,skin_rash,loss_of_appetite,loss_of_balance
Chicken pox,breathlessness,headache,cough,abdominal_pain
Heart attack,restlessness,nausea,cough,stomach_pain
Common Cold,dischromic_patches,burning_micturition,acidity,altered_sensorium
AIDS,weight_gain,restlessness,dischromic_patches,weight_loss
Heart attack,lethargy,sweating,cramps,dizziness
Drug Reaction,neck_pain,weight_gain,weight_loss,irritation_in_anus
Hyperthyroidism,excessive_hunger,high_fever,nodal_skin_eruptions,cramps
Varicose veins,continuous_sneezing,weight_loss,mood_swings,yellowish_skin
Hepatitis A,family_history,ulcers_on_tongue,itching,chills
Bronchial Asthma,distention_of_abdomen,abdominal_pain,excessive_hunger,fatigue
Chronic cholestasis,skin_rash,family_history,nausea,altered_sensorium
Hypoglycemia,restlessness,skin_rash,loss_of_balance,headache
Hepatitis C,bloody_stool,weakness_of_one_body_side,cough,weight_loss
Hepatitis B,weight_gain,restlessness,dischromic_patches,bloody_stool
Hypoglycemia,weakness_in_limbs,watering_from_eyes,loss_of_balance,constipation
Hypothyroidism,dizziness,constipation,family_history,nodal_skin_eruptions
Hyperthyroidism,continuous_sneezing,acidity,irritation_in_anus,lethargy
Hepatitis C,joint_pain,abdominal_pain,loss_of_balance,swelling_of_stomach
Dengue,acidity,constipation,yellowish_skin,shivering
Alcoholic hepatitis,fatigue,headache,loss_of_appetite,nodal_skin_eruptions
GERD,anxiety,itching,stomach_pain,yellowish_skin
Common Cold,back_pain,yellowish_skin,chest_pain,bloody_stool
Bronchial Asthma,dizziness,excessive_hunger,back_pain,spotting_urination
Paralysis (brain hemorrhage),itching,continuous_sneezing,ulcers_on_tongue,obesity
GERD,spotting_urination,swelling_of_stomach,high_fever,pain_in_anal_region
Drug Reaction,loss_of_appetite,cough,ulcers_on_tongue,dark_urine
Hypothyroidism,watering_from_eyes,shivering,joint_pain,cough
Hepatitis C,weakness_of_one_body_side,swelling_of_stomach,restlessness,obesity
Varicose veins,spotting_urination,back_pain,excessive_hunger,irritation_in_anus
Hepatitis C,altered_sensorium,joint_pain,cold_hands_and_feets,indigestion
Bronchial Asthma,joint_pain,dark_urine,bruising,abdominal_pain
Hypoglycemia,dark_urine,fatigue,bloody_stool,neck_pain
Malaria,loss_of_appetite,irritation_in_anus,skin_rash,dizziness
Varicose veins,fatigue,mood_swings,family_history,anxiety
Hypothyroidism,swelling_of_stomach,headache,dischromic_patches,weakness_in_limbs
Hepatitis A,bloody_stool,cramps,spotting_urination,chills
Bronchial Asthma,excessive_hunger,loss_of_appetite,obesity,pain_in_anal_region
Jaundice,burning_micturition,cough,acidity,chills
Hyperthyroidism,restlessness,chest_pain,distention_of_abdomen,headache
Common Cold,back_pain,mood_swings,anxiety,shivering
Malaria,ulcers_on_tongue,weakness_of_one_body_side,high_fever,joint_pain
Drug Reaction,pain_during_bowel_movements,cold_hands_and_feets,dischromic_patches,dizziness
Tuberculosis,irritation_in_anus,dizziness,acidity,chest_pain
Varicose veins,skin_rash,mood_swings,restlessness,watering_from_eyes
Hepatitis A,burning_micturition,breathlessness,headache,weakness_in_limbs
Paralysis (brain hemorrhage),headache,dizziness,obesity,burning_micturition
Typhoid,burning_micturition,weakness_of_one_body_side,bloody_stool,ulcers_on_tongue
Hepatitis C,ulcers_on_tongue,neck_pain,cold_hands_and_feets,weakness_in_limbs
Alcoholic hepatitis,obesity,shivering,chills,pain_in_anal_region
Fungal infection,acidity,blurred_and_distorted_vision,dizziness,breathlessness
Peptic ulcer disease,pain_in_anal_region,bloody_stool,yellowing_of_eyes,sweating
Bronchial Asthma,dischromic_patches,itching,high_fever,vomiting
GERD,stomach_pain,weight_gain,bruising,restlessness
Hepatitis D,joint_pain,back_pain,shivering,nodal_skin_eruptions
Hypertension,anxiety,mood_swings,chills,nodal_skin_eruptions
Peptic ulcer disease,nodal_skin_eruptions,weakness_of_one_body_side,itching,irritation_in_anus
Cervical spondylosis,pain_in_anal_region,ulcers_on_tongue,headache,irritation_in_anus
Hypothyroidism,chills,fatigue,weakness_in_limbs,weight_gain
Hypoglycemia,continuous_sneezing,bruising,weakness_of_one_body_side,weight_gain
Gastroenteritis,continuous_sneezing,cough,neck_pain,obesity
Chicken pox,ulcers_on_tongue,sweating,pain_during_bowel_movements,yellowing_of_eyes
Hyperthyroidism,chills,breathlessness,neck_pain,loss_of_appetite
Typhoid,nodal_skin_eruptions,headache,obesity,mood_swings
Hypertension,yellowing_of_eyes,high_fever,bloody_stool,loss_of_balance
Hepatitis D,family_history,anxiety,weight_gain,sweating
Tuberculosis,chest_pain,bloody_stool,burning_micturition,pain_in_anal_region
Hepatitis A,joint_pain,cold_hands_and_feets,nausea,burning_micturition
Heart attack,acidity,abdominal_pain,nodal_skin_eruptions,shivering
Chronic cholestasis,weakness_in_limbs,watering_from_eyes,acidity,chills
Dimorphic hemmorhoids(piles),stomach_pain,acidity,swelling_of_stomach,continuous_sneezing
Typhoid,pain_during_bowel_movements,mood_swings,yellowing_of_eyes,cold_hands_and_feets
Malaria,abdominal_pain,high_fever,dizziness,chest_pain
Diabetes,sweating,joint_pain,excessive_hunger,swelling_of_stomach
Hepatitis A,abdominal_pain,nausea,high_fever,sweating
GERD,restlessness,ulcers_on_tongue,headache,yellowish_skin
Hepatitis D,continuous_sneezing,dischromic_patches,nodal_skin_eruptions,bruising
Chicken pox,lethargy,vomiting,irritation_in_anus,breathlessness
Heart attack,joint_pain,headache,pain_in_anal_region,abdominal_pain
Hepatitis B,loss_of_balance,stomach_pain,irritation_in_anus,cold_hands_and_feets
Pneumonia,joint_pain,cold_hands_and_feets,constipation,back_pain
Migraine,itching,cramps,pain_in_anal_region,ulcers_on_tongue
Chicken pox,chest_pain,shivering,breathlessness,mood_swings
Bronchial Asthma,nodal_skin_eruptions,stomach_pain,burning_micturition,family_history
Hypothyroidism,fatigue,yellowish_skin,swelling_of_stomach,vomiting
Common Cold,nodal_skin_eruptions,pain_during_bowel_movements,itching,altered_sensorium
Hepatitis E,abdominal_pain,mood_swings,bloody_stool,weakness_of_one_body_side
Hepatitis E,mood_swings,itching,chills,high_fever
Hyperthyroidism,yellowish_skin,nausea,acidity,mood_swings
Hyperthyroidism,fatigue,indigestion,headache,weakness_in_limbs
Cervical spondylosis,dizziness,pain_during_bowel_movements,swelling_of_stomach,bloody_stool
GERD,cough,swelling_of_stomach,weakness_in_limbs,excessive_hunger
Typhoid,blurred_and_distorted_vision,constipation,cough,nodal_skin_eruptions
Typhoid,mood_swings,skin_rash,chest_pain,weakness_in_limbs
Drug Reaction,high_fever,bruising,chest_pain,cough
Jaundice,cold_hands_and_feets,bruising,weakness_in_limbs,loss_of_appetite
Dimorphic hemmorhoids(piles),spotting_urination,anxiety,sweating,obesity
GERD,irritation_in_anus,loss_of_appetite,joint_pain,weakness_in_limbs
Chicken pox,headache,spotting_urination,itching,indigestion
Jaundice,nodal_skin_eruptions,loss_of_appetite,irritation_in_anus,loss_of_balance
Malaria,headache,itching,dizziness,dischromic_patches
Drug Reaction,bloody_stool,fatigue,blurred_and_distorted_vision,irritation_in_anus
Common Cold,skin_rash,family_history,cramps,swelling_of_stomach
Hepatitis A,pain_during_bowel_movements,neck_pain,joint_pain,dischromic_patches
Hypothyroidism,weakness_in_limbs,nausea,blurred_and_distorted_vision,joint_pain
Typhoid,pain_during_bowel_movements,watering_from_eyes,obesity,burning_micturition
Alcoholic hepatitis,excessive_hunger,swelling_of_stomach,mood_swings,vomiting
Cervical spondylosis,itching,dark_urine,dizziness,shivering
Hepatitis C,sweating,burning_micturition,high_fever,skin_rash
AIDS,stomach_pain,distention_of_abdomen,swelling_of_stomach,spotting_urination
Hypertension,joint_pain,weight_gain,spotting_urination,chest_pain
Hypertension,dizziness,nausea,swelling_of_stomach,ulcers_on_tongue
Hepatitis E,chills,constipation,weight_gain,anxiety
Drug Reaction,continuous_sneezing,acidity,cramps,watering_from_eyes
Fungal infection,burning_micturition,continuous_sneezing,pain_during_bowel_movements,pain_in_anal_region
Dengue,vomiting,watering_from_eyes,constipation,loss_of_balance
Hepatitis C,watering_from_eyes,family_history,pain_during_bowel_movements,bruising
Heart attack,family_history,watering_from_eyes,high_fever,joint_pain
Dengue,pain_in_anal_region,shivering,weight_loss,vomiting
Alcoholic hepatitis,bloody_stool,yellowish_skin,blurred_and_distorted_vision,spotting_urination
Allergy,weakness_of_one_body_side,bloody_stool,pain_in_anal_region,pain_during_bowel_movements
Peptic ulcer disease,continuous_sneezing,ulcers_on_tongue,acidity,mood_swings
Hypertension,indigestion,irritation_in_anus,yellowing_of_eyes,blurred_and_distorted_vision
Cervical spondylosis,high_fever,constipation,altered_sensorium,weight_loss
Allergy,mood_swings,obesity,lethargy,pain_in_anal_region
Pneumonia,chills,bloody_stool,family_history,pain_during_bowel_movements
Tuberculosis,nausea,ulcers_on_tongue,yellowish_skin,weakness_of_one_body_side
Varicose veins,pain_during_bowel_movements,weakness_in_limbs,distention_of_abdomen,yellowing_of_eyes
Drug Reaction,distention_of_abdomen,loss_of_appetite,bruising,joint_pain
Hypothyroidism,excessive_hunger,pain_during_bowel_movements,cough,lethargy
Hepatitis B,sweating,restlessness,yellowish_skin,nodal_skin_eruptions
GERD,loss_of_balance,yellowish_skin,itching,back_pain
Hepatitis D,skin_rash,joint_pain,restlessness,sweating
Hepatitis C,chest_pain,distention_of_abdomen,bruising,itching
Hepatitis B,cramps,cough,shivering,stomach_pain
AIDS,neck_pain,indigestion,excessive_hunger,pain_during_bowel_movements
Diabetes,weakness_in_limbs,stomach_pain,high_fever,breathlessness
Hepatitis C,watering_from_eyes,weakness_of_one_body_side,bloody_stool,nodal_skin_eruptions
Hepatitis B,burning_micturition,anxiety,blurred_and_distorted_vision,irritation_in_anus
Pneumonia,weight_gain,nodal_skin_eruptions,obesity,chills
Chronic cholestasis,anxiety,joint_pain,stomach_pain,yellowing_of_eyes
Chicken pox,irritation_in_anus,lethargy,acidity,fatigue
Hepatitis C,obesity,chest_pain,continuous_sneezing,indigestion
Hepatitis E,continuous_sneezing,breathlessness,anxiety,distention_of_abdomen
Hepatitis A,chest_pain,skin_rash,weight_gain,cold_hands_and_feets
Migraine,abdominal_pain,shivering,cramps,stomach_pain
Hypoglycemia,neck_pain,obesity,chills,restlessness
Diabetes,chills,spotting_urination,pain_during_bowel_movements,mood_swings
Hepatitis B,watering_from_eyes,vomiting,back_pain,nausea
Peptic ulcer disease,loss_of_appetite,dischromic_patches,fatigue,anxiety
Peptic ulcer disease,bloody_stool,abdominal_pain,excessive_hunger,back_pain
Hepatitis A,excessive_hunger,joint_pain,anxiety,chills
Tuberculosis,constipation,nodal_skin_eruptions,anxiety,chest_pain
Peptic ulcer disease,joint_pain,mood_swings,fatigue,distention_of_abdomen
Chronic cholestasis,stomach_pain,continuous_sneezing,chills,weakness_in_limbs
Fungal infection,chills,high_fever,nodal_skin_eruptions,bloody_stool
Hepatitis E,headache,blurred_and_distorted_vision,chills,spotting_urination
Hypertension,weakness_in_limbs,excessive_hunger,pain_in_anal_region,burning_micturition
Peptic ulcer disease,mood_swings,ulcers_on_tongue,vomiting,sweating
AIDS,altered_sensorium,bloody_stool,skin_rash,high_fever
Paralysis (brain hemorrhage),swelling_of_stomach,abdominal_pain,stomach_pain,ulcers_on_tongue
Hyperthyroidism,burning_micturition,chest_pain,itching,dark_urine
Hypoglycemia,fatigue,back_pain,pain_in_anal_region,swelling_of_stomach
Cervical spondylosis,breathlessness,excessive_hunger,burning_micturition,dischromic_patches
Pneumonia,nausea,weakness_of_one_body_side,joint_pain,lethargy
Cervical spondylosis,irritation_in_anus,indigestion,weight_gain,weight_loss
Gastroenteritis,headache,weakness_in_limbs,chest_pain,weight_gain
Dengue,burning_micturition,weakness_of_one_body_side,obesity,watering_from_eyes
Common Cold,spotting_urination,sweating,neck_pain,breathlessness
Fungal infection,watering_from_eyes,headache,weakness_in_limbs,yellowish_skin
Chicken pox,yellowing_of_eyes,stomach_pain,back_pain,vomiting
Diabetes,joint_pain,burning_micturition,stomach_pain,abdominal_pain
GERD,loss_of_appetite,burning_micturition,distention_of_abdomen,nodal_skin_eruptions
Drug Reaction,dark_urine,headache,stomach_pain,nausea
Dengue,watering_from_eyes,back_pain,itching,sweating
Paralysis (brain hemorrhage),abdominal_pain,watering_from_eyes,bruising,yellowing_of_eyes
Fungal infection,chest_pain,chills,mood_swings,nausea
Dimorphic hemmorhoids(piles),acidity,swelling_of_stomach,sweating,pain_in_anal_region
Diabetes,cramps,restlessness,cold_hands_and_feets,chest_pain
Alcoholic hepatitis,joint_pain,indigestion,dark_urine,fatigue
Dimorphic hemmorhoids(piles),joint_pain,yellowish_skin,obesity,altered_sensorium
Bronchial Asthma,nausea,lethargy,weight_loss,yellowish_skin
Malaria,breathlessness,fatigue,dizziness,dischromic_patches
Chicken pox,itching,dizziness,cough,ulcers_on_tongue
Chronic cholestasis,pain_in_anal_region,bruising,dischromic_patches,distention_of_abdomen
Heart attack,indigestion,weight_gain,nausea,chest_pain
Diabetes,weight_gain,acidity,fatigue,vomiting
Pneumonia,pain_during_bowel_movements,itching,high_fever,pain_in_anal_region
Hypoglycemia,continuous_sneezing,weakness_in_limbs,cough,weight_loss
Hepatitis A,sweating,loss_of_appetite,loss_of_balance,yellowish_skin
Dengue,bruising,high_fever,lethargy,fatigue
Hypertension,high_fever,loss_of_appetite,loss_of_balance,stomach_pain
Allergy,pain_during_bowel_movements,burning_micturition,sweating,breathlessness
Alcoholic hepatitis,loss_of_appetite,excessive_hunger,family_history,sweating
Bronchial Asthma,watering_from_eyes,fatigue,swelling_of_stomach,restlessness
Hypoglycemia,spotting_urination,yellowing_of_eyes,chills,fatigue
Hypoglycemia,bloody_stool,anxiety,distention_of_abdomen,headache
Allergy,continuous_sneezing,back_pain,chills,burning_micturition
Typhoid,spotting_urination,bloody_stool,burning_micturition,constipation
Hypoglycemia,vomiting,altered_sensorium,breathlessness,indigestion
Fungal infection,acidity,skin_rash,cold_hands_and_feets,pain_during_bowel_movements
Common Cold,back_pain,mood_swings,itching,high_fever
Cervical spondylosis,vomiting,chills,swelling_of_stomach,anxiety
Pneumonia,spotting_urination,yellowing_of_eyes,bloody_stool,fatigue
Cervical spondylosis,altered_sensorium,headache,joint_pain,bruising
Hepatitis D,chills,lethargy,high_fever,weakness_of_one_body_side
Cervical spondylosis,burning_micturition,cold_hands_and_feets,nodal_skin_eruptions,obesity
Hepatitis C,weight_loss,high_fever,constipation,burning_micturition
Hepatitis C,breathlessness,loss_of_appetite,dizziness,excessive_hunger
Allergy,yellowing_of_eyes,continuous_sneezing,chills,back_pain
Gastroenteritis,loss_of_appetite,chest_pain,cramps,nodal_skin_eruptions
Paralysis (brain hemorrhage),cough,chest_pain,blurred_and_distorted_vision,distention_of_abdomen
Drug Reaction,chills,dark_urine,excessive_hunger,loss_of_balance
Gastroenteritis,loss_of_appetite,distention_of_abdomen,nausea,restlessness
AIDS,nodal_skin_eruptions,spotting_urination,itching,weakness_in_limbs
Common Cold,watering_from_eyes,fatigue,sweating,weakness_in_limbs
Dimorphic hemmorhoids(piles),nausea,shivering,mood_swings,burning_micturition
Diabetes,shivering,bloody_stool,spotting_urination,pain_in_anal_region
Malaria,nodal_skin_eruptions,high_fever,yellowing_of_eyes,fatigue
Hypertension,joint_pain,constipation,yellowing_of_eyes,swelling_of_stomach
Fungal infection,bruising,breathlessness,irritation_in_anus,nausea
Common Cold,mood_swings,chills,shivering,family_history
Jaundice,back_pain,fatigue,itching,dizziness
Hepatitis D,weight_loss,constipation,loss_of_balance,excessive_hunger
Hypertension,skin_rash,distention_of_abdomen,chills,altered_sensorium
Allergy,joint_pain,fatigue,yellowish_skin,vomiting
Hypertension,loss_of_appetite,distention_of_abdomen,nodal_skin_eruptions,swelling_of_stomach
Migraine,yellowish_skin,irritation_in_anus,nausea,stomach_pain
Typhoid,cough,dischromic_patches,joint_pain,loss_of_balance
Jaundice,weakness_of_one_body_side,stomach_pain,nodal_skin_eruptions,watering_from_eyes
Paralysis (brain hemorrhage),restlessness,altered_sensorium,constipation,anxiety
Pneumonia,acidity,yellowing_of_eyes,continuous_sneezing,bruising
Hypertension,high_fever,lethargy,itching,ulcers_on_tongue
Hepatitis E,nodal_skin_eruptions,blurred_and_distorted_vision,vomiting,dark_urine
Common Cold,chills,shivering,constipation,ulcers_on_tongue
Paralysis (brain hemorrhage),continuous_sneezing,acidity,chest_pain,chills
Pneumonia,loss_of_appetite,yellowing_of_eyes,irritation_in_anus,ulcers_on_tongue
Dengue,abdominal_pain,indigestion,excessive_hunger,dark_urine
Hypoglycemia,weakness_in_limbs,mood_swings,loss_of_balance,ulcers_on_tongue
Paralysis (brain hemorrhage),loss_of_balance,dizziness,vomiting,weakness_of_one_body_side
Dimorphic hemmorhoids(piles),fatigue,cold_hands_and_feets,spotting_urination,neck_pain
Paralysis (brain hemorrhage),swelling_of_stomach,bloody_stool,pain_during_bowel_movements,bruising
Allergy,yellowish_skin,headache,weight_gain,lethargy
Heart attack,shivering,cramps,weakness_in_limbs,watering_from_eyes
Gastroenteritis,dischromic_patches,loss_of_appetite,distention_of_abdomen,yellowing_of_eyes
Diabetes,excessive_hunger,high_fever,headache,sweating
Gastroenteritis,dischromic_patches,indigestion,vomiting,blurred_and_distorted_vision
Jaundice,bloody_stool,stomach_pain,burning_micturition,dischromic_patches
Hyperthyroidism,obesity,neck_pain,blurred_and_distorted_vision,continuous_sneezing
Malaria,blurred_and_distorted_vision,excessive_hunger,shivering,mood_swings
Hypoglycemia,blurred_and_distorted_vision,shivering,spotting_urination,mood_swings
Gastroenteritis,irritation_in_anus,vomiting,nodal_skin_eruptions,dizziness
Hypothyroidism,obesity,bruising,nausea,stomach_pain
Jaundice,yellowing_of_eyes,altered_sensorium,shivering,indigestion
Bronchial Asthma,weakness_of_one_body_side,loss_of_balance,continuous_sneezing,dizziness
Peptic ulcer disease,distention_of_abdomen,constipation,cold_hands_and_feets,cough
Hypertension,dark_urine,fatigue,obesity,mood_swings
Allergy,nodal_skin_eruptions,constipation,itching,pain_during_bowel_movements
Allergy,pain_during_bowel_movements,joint_pain,yellowing_of_eyes,skin_rash
Allergy,shivering,cold_hands_and_feets,ulcers_on_tongue,constipation
Peptic ulcer disease,shivering,yellowing_of_eyes,yellowish_skin,high_fever
AIDS,loss_of_balance,pain_in_anal_region,blurred_and_distorted_vision,sweating
Hepatitis E,dischromic_patches,pain_in_anal_region,altered_sensorium,distention_of_abdomen
Allergy,swelling_of_stomach,acidity,weight_loss,cold_hands_and_feets
Alcoholic hepatitis,dark_urine,watering_from_eyes,pain_in_anal_region,family_history
Typhoid,constipation,weight_gain,spotting_urination,ulcers_on_tongue
Peptic ulcer disease,blurred_and_distorted_vision,irritation_in_anus,acidity,neck_pain
Varicose veins,weight_gain,breathlessness,indigestion,pain_during_bowel_movements
Drug Reaction,acidity,vomiting,irritation_in_anus,constipation
Typhoid,family_history,weakness_of_one_body_side,pain_in_anal_region,nodal_skin_eruptions
Hepatitis B,lethargy,high_fever,nodal_skin_eruptions,family_history
Pneumonia,cough,skin_rash,nodal_skin_eruptions,neck_pain
Chronic cholestasis,itching,joint_pain,spotting_urination,burning_micturition
Alcoholic hepatitis,weight_loss,altered_sensorium,mood_swings,shivering
Hepatitis E,swelling_of_stomach,indigestion,fatigue,acidity
Tuberculosis,lethargy,back_pain,watering_from_eyes,burning_micturition
Common Cold,acidity,bloody_stool,fatigue,family_history
Jaundice,cold_hands_and_feets,restlessness,joint_pain,dischromic_patches
Hepatitis E,anxiety,irritation_in_anus,ulcers_on_tongue,pain_in_anal_region
Alcoholic hepatitis,swelling_of_stomach,nodal_skin_eruptions,excessive_hunger,abdominal_pain
GERD,altered_sensorium,high_fever,dischromic_patches,chest_pain
Paralysis (brain hemorrhage),burning_micturition,chest_pain,neck_pain,obesity
Heart attack,weakness_of_one_body_side,weight_loss,pain_in_anal_region,skin_rash
Hypoglycemia,vomiting,stomach_pain,continuous_sneezing,dischromic_patches
Dengue,bloody_stool,dischromic_patches,watering_from_eyes,cramps
Tuberculosis,spotting_urination,bruising,indigestion,watering_from_eyes
Hypoglycemia,distention_of_abdomen,itching,spotting_urination,altered_sensorium
Chicken pox,obesity,sweating,vomiting,excessive_hunger
Varicose veins,breathlessness,burning_micturition,indigestion,yellowish_skin
Alcoholic hepatitis,abdominal_pain,constipation,yellowish_skin,indigestion
Drug Reaction,headache,fatigue,burning_micturition,acidity
Drug Reaction,acidity,yellowing_of_eyes,headache,weakness_of_one_body_side
Typhoid,swelling_of_stomach,ulcers_on_tongue,indigestion,back_pain
Hepatitis A,chest_pain,anxiety,ulcers_on_tongue,skin_rash
Malaria,chest_pain,constipation,abdominal_pain,stomach_pain
Hepatitis E,swelling_of_stomach,obesity,indigestion,dizziness
Paralysis (brain hemorrhage),chills,anxiety,pain_during_bowel_movements,spotting_urination
Peptic ulcer disease,cough,cramps,nodal_skin_eruptions,irritation_in_anus
Alcoholic hepatitis,weight_gain,altered_sensorium,lethargy,ulcers_on_tongue
Hepatitis D,constipation,restlessness,weight_gain,cramps
GERD,vomiting,headache,pain_in_anal_region,loss_of_appetite
Hepatitis E,mood_swings,blurred_and_distorted_vision,dark_urine,vomiting
Typhoid,yellowish_skin,cramps,swelling_of_stomach,skin_rash
